// 각 줄에서 겹슬래시 "//" 및 별슬래시 "/*"에 이어지는 텍스트는 모두 주석으로 취급됩니다.
// 번역 파일에 별슬래시를 사용하여 주석을 작성하면 추출 파일에도 가능한 보존됩니다.
// "//*"와 같이 사용하면 겹슬래시로 취급됩니다.
// 
// 이름 추출시 아래와 같은 형태로 기록됩니다.
// 
// 키(원본 이름)->활성 이름
// 
// 키: 각 이름을 참조하는 고유값입니다. 다르거나 잘못 기입하면 번역이 적용되지 않습니다.
// 원본 이름: 키가 가리키는 원래 이름입니다.
// 활성 이름: 추출 시점에서 해당하는 키에 적용된 이름입니다. 이 부분을 수정한 파일을 정해진 경로에 위치시키면 림월드 실행 시 해당 이름으로 번역됩니다.
// 
// 이름은 "이름 [별명] 성" 세트로 구성되거나 단일 낱말입니다.
// 이름의 각 구성 요소 내부의 공백은 반영되나, 양 끝의 공백은 제거됩니다.
// 예를 들어, 별명 부분이 "  슝 좍  " 인 경우 "슝 좍"으로 적용됩니다.
// 
// 추출된 이름은 번역 파일 내에서 활성 이름을 기준으로
// 1. 각 요소가 모두 원본과 다른 이름 (완전히 번역된 이름)
// 2. 이름과 성은 원본과 다르지만 별명만 같은 이름
// 3. 이름이나 성 중 하나라도 원본과 같은 이름
// 순서로 정렬됩니다.
// 
// 번역 파일의 위치는 '모드 폴더/Languages/사용 언어 폴더/Strings/Names' 이며, 파일 이름은 변경되어선 안됩니다.

// 1. [Fully Translated]
60dc9de6(Kyphis [Bard] Talrathian)->카이피스 [바드] 탈라시안
87f0fed0(Bridger [Bee] Strickland)->브리저 [비] 스트릭랜드
2edbef5c(Nicholas [Nick] Ponsonby)->니콜라스 [닉] 폰슨비
99e2a061(Erik Hans [Maier] Maier)->에릭 한스 [마이어] 마이어
856ba9f4(Flebe [Flebe] Tyronian)->플레베 [플레베] 타이로니안
c41d1ee7(Dan [Dan] Leas)->댄 [댄] 리스
41826055(Sam [Sam] Watson)->샘 [샘] 왓슨
9e234b8f(Wyatt [Norman] White)->와이엇 [노먼] 화이트
a1cc7bc1(Azmu [Shadow] Rathen)->아즈무 [섀도우] 라텐
4484f601(Cyril [Grandpa] Rapson)->시릴 [그랜파] 랩슨
9a99e623(Bruno [Mole] Guedes)->브루노 [두더지] 게드스
fa4249df(Julio [Rez] Valgrez)->훌리오 [레스] 발그레스
40ff98f1(Steven [Snake] Shaw)->스티븐 [뱀] 쇼
8cc59345(Sean [Yuuki] Lane)->숀 [유우키] 레인
ae68a8f4(Friti [Friti] Albertson)->프리티 [프리티] 앨버트슨
af26b1dc(Nathan [Wingnut] Cross)->네이선 [윙넛] 크로스
d121236d(Garth [Kravloc] Brubaker)->가스 [크라블록] 브루베이커
0b29961a(Rex [Lancaster] Lancaster)->렉스 [랭캐스터] 랭캐스터
0bec1dbe(Joe [Hotsauce] O'Hare)->조 [핫소스' 오] 헤어
c00218fd(Anthony [Tiger] Hollett)->앤서니 [호랑이] 홀렛
25f98906(Austin [Austin] Glass)->오스틴 [오스틴] 글래스
1120da1f(Christoffer [Gjosund] Gjosund)->크리스토페르 [요순] 요순
574aaee6(McKinlay [McKinlay] Williamson)->맥킨레이 [맥킨레이] 윌리엄슨
a1651e6c(Florian [Flo] Kleinwechter)->플로리안 [플로] 클라인베히터
57fa5ed4(Staale [Steel] Kames)->스타알레 [강철] 카메스
0369927d(Alexander [Alex] Hill)->알렉산더 [알렉스] 힐
29486e49(Wu [Amu] Xian)->우 [아무] 셴
771db6aa(Andreas [Andi] Roggen)->안드레아스 [안디] 로겐
8a531224(Stefan [Bjuras] Bjurstrom)->스테판 [뷰라스] 뷰르스트룀
e2c155b1(Montgomery [Scooter] Dodson)->몽고메리 [스쿠터] 돗슨
75b1ea95(Denis [Danjio] Jenige)->데니스 [댄지오] 예니게
7434003e(Michael [Hammer] Hamm)->마이클 [해머] 햄
969a031b(Yann [Caillou] Lugrin)->얀 [카이유] 뤼그랭
10cd73cc(Daniel [Tweak] LaRue)->다니엘 [트윅] 라루
675a418f(Paul [Malle] Mallwitz)->파울 [말레] 말비츠
83d5fe7d(Lane [Goose] Wyeth)->레인 [거위] 와이어스
f9b3324e(Alexander [Alex] Parker)->알렉산더 [알렉스] 파커
638c5d55(Andreas [Toast] Nielsen)->안드레아스 [토스트] 닐센
9b801cda(Robert [Bobbles] Mooney)->로버트 [버블스] 무니
cf9f5b16(Cameron [Valve] Whitaker)->캐머런 [밸브] 휘태커
e7c50acc(David [Brooks] Brooks)->데이비드 [브룩스] 브룩스
87ec4299(Cansin [Jensen] Akcasoy)->잔신 [젠슨] 아크자소이
d36b8740(Edwin [Dismus] Dismus)->에드윈 [디스머스] 디스머스
7d5f77a4(Andrew [Andy] Ide)->앤드루 [앤디] 아이드
c83c2c7b(Kyle [Pfromer] Pfromer)->카일 [프로머] 프로머
0f70fb03(Russell [Rugged] Hoyer)->러셀 [러기드] 호이어
8113abb7(Diogo [Mike] Teixeira)->디오구 [마이크] 테이셰이라
0ee32e0d(Glorijan [Gogi] Budimski)->글로리얀 [고기] 부딤스키
b9429ba7(Alastair [Alastair] Tait)->앨러스테어 [앨러스테어] 테이트
36453eb5(Earl [Vondukes] Vondukes)->얼 [폰듀크스] 폰듀크스
e2803d70(Mitchell [Mitch] Kessler)->미첼 [미치] 케슬러
57907cc0(Otto [Ottomatic] Matic)->오토 [오토매틱] 마티치
55f26e92(Clovis [Clovis] DeCat)->클로비스 [클로비스] 드캣
ad33c755(Stefan [Pyro] Flammenhant)->슈테판 [파이로] 플람멘한트
bbb90432(Garrett [Garrett] Schneider)->개럿 [개럿] 슈나이더
5c2417a7(Graham [Gray] Evans)->그레이엄 [그레이] 에반스
2a2bef34(Ethan [Laidlaw] Laidlaw)->이선 [레이들로] 레이들로
a78045a2(Matthew [Matt] Larson)->매튜 [매트] 라슨
36a07777(Steve [Steve] Grainger)->스티브 [스티브] 그레인저
bc925626(Damian [Damo] Lynch)->데미안 [뎀오] 린치
74421082(Joseph [Joseph] Hayes)->조셉 [조셉] 헤이스
6858ad50(Brian [Khan] Hulsman)->브라이언 [칸] 휠스만
1ee4bfa2(Nathaniel [Nate] Caldwell)->너새니얼 [네이트] 콜드웰
be59155b(Jacob [Jacob] Cianan)->제이콥 [제이콥] 시아난
d29bf499(Tyler [Big T] Schwehr)->타일러 [빅 T] 슈베어
cdb55b2c(Joffrey [Jojo] Paillard)->조프리 [조조] 파야르
5ae66954(Tarquin [McBeard] McBeard)->타퀸 [맥비어드] 맥비어드
7a65ceb0(Hoyul [Yul] Lee)->호열 [열] 이
0a5faa6c(Zachary [Sleazy] Avery)->재커리 [슬리지] 에이버리
230e3ef6(Johnathon [Bookworm] Akerley)->조너선 [책벌레] 에이컬리
259bbe28(Jeffrey [Jeffro] Mehlbrech)->제프리 [제프로] 멜브레히
c2278f0c(Thomas [Taxman] Trucker)->토마스 [택스맨] 트럭커
698639d9(James [Cook] Cook)->제임스 [쿡] 쿡
46a47e7f(Abel [Abe] Savard)->아벨 [아베] 사바르
5f9ef1dd(Christoffer [Stof] Bovbjerg)->크리스토페르 [스토프] 보우비에르
ef814940(Tetsuya [Iitsuka] Iitsuka)->테츠야 [이이츠카] 이이츠카
96bc5b13(Florent [Chico] Brun)->플로랑 [치코] 브룅
4d5c2410(Adam [Yoshi] D'Orazio)->아담 [요시' 디] 오라치오
c783ca72(Alex [Lutze] Lutz)->알렉스 [루체] 루츠
12b684e1(Lokthar [Ozbourne] Mokra)->록타르 [오즈번] 모크라
d48ca94d(Maximo [Maximo] Machado)->막시모 [막시모] 마차도
5ca553f0(Gabriel [Malandras] Pereira)->가브리엘 [말란드라스] 페레이라
7a1ebebf(Antonio [Kraka] Landers)->안토니오 [크라카] 랜더스
83512f07(Stewart [Stewie] Attwill)->스튜어트 [스튜이] 애트윌
dcc76304(Chris [Almost] Tobin)->크리스 [올모스트] 토빈
52f63647(Huron [Huron] Storm)->휴런 [휴런] 스톰
e12e7290(Henderson [Phoenix] Hua)->헨더슨 [피닉스] 화
44f61474(Aidan [Aidan] O'Donnell)->에이든 [에이든' 오] 도널
15a0f898(Ekarus [Ekarus] Ryndren)->에카루스 [에카루스] 린드렌
2fb3d773(Broos [Broos] Nemanic)->브로스 [브로스] 네마니치
c5430443(Elijah [Eli] Bailey)->일라이자 [일라이] 베일리
65307be0(James [Big] Dah)->제임스 [빅] 다
b24683a8(Christopher [Dorsey] Dorsey)->크리스토퍼 [도르시] 도르시
04fcaf6a(Limak [Limak] Doremor)->리마크 [리마크] 도레모르
dde27a3c(Shawn [Shorty] McVeigh)->숀 [쇼티] 맥베이
450e3804(Bryan [Bry] Hoang)->브라이언 [브라이] 호앙
e821de10(Richard [Richard] Sipley)->리처드 [리처드] 시플리
adac108a(Jack [Jack] von Rogue)->잭 [잭] 폰 로그
6ab0309a(Aleksandr [Bismarck] Bismarck)->알렉산드르 [비스마르크] 비스마르크
7657ce03(Dag [Staalhane] Staalhane)->다그 [스탈하네] 스탈하네
23c4e270(David [Wildfire] Sewell)->데이비드 [와일드파이어] 수얼
fe50c479(Nathan [Bater] Gindelberger)->네이선 [베이터] 긴델베르거
600597f0(Olafur [Oli] Flygenring)->올라푸르 [올리] 플뤼겐링
b93aaea1(Malte [Malte] Hermansen)->말테 [말테] 헤르만센
78b222bc(Brandon [Wolfgang] Langer)->브랜던 [볼프강] 랭어
e141285d(Skarphedinn [Skarpi] Steinthorson)->스카르페딘 [스카르피] 스테인토르손
54a61d11(Alastair [Alastair] Fleming)->앨러스테어 [앨러스테어] 플레밍
bba4995d(Lau [Jensen] Jensen)->라우 [옌센] 옌센
59eef1ec(Joshua [Josh] Lim)->조슈아 [조쉬] 림
bf43059a(Alan [Huddo] Hudson)->앨런 [허도] 허드슨
f4bb4c85(Spencer [Skovy] Miskoviak)->스펜서 [스코비] 미스코비아크
46b5cf11(Kiel [Frederik] Frederik)->킬 [프레데릭] 프레데릭
51fce341(Leonard [Leo] Greywolf)->레너드 [레오] 그레이울프
cacc6b2c(Paul [Cowboy] Pearson)->폴 [카우보이] 피어슨
7ddba23f(Jordan [Racer] Malish)->조던 [레이서] 말리쉬
8daa81e7(Nico [Geiss] Geiss)->니코 [가이스] 가이스
debe9fbb(Nihlus [Strongman] Strongman)->닐러스 [스트롱맨] 스트롱맨
0539aaac(Foster [Trigger] Treworgy)->포스터 [트리거] 트레워지
16f6af05(Tommy [Pedersveen] Pedersveen)->토미 [페더스벤] 페더스벤
aae83766(Damien [Bargiacchi] Bargiacchi)->다미엔 [바르자키] 바르자키
ffa2e99c(Travis [Travis] Webber)->트래비스 [트래비스] 웨버
0d54b6db(Doug [Mack] McKechnie)->더그 [맥] 맥케크니
d19cc248(Willem [Willem] Oostendorp)->빌럼 [빌럼] 오스텐도르프
150c1a84(David [Chief] Peters)->데이비드 [치프] 피터스
e4c947d9(Devin [Rusty] Chalberg)->데빈 [러스티] 샬베르크
02cfe069(Kevin [Kevin] Picton)->케빈 [케빈] 픽턴
6b230aef(Asgeir [Asgeir] Ingvarsson)->아스게이르 [아스게이르] 잉바르손
f8e2f3c6(Hunter [Mayer] Mayer)->헌터 [메이어] 메이어
6a5a1d46(Michael [Michael] Hogervorst)->미카엘 [미카엘] 호헤르보르스트
ec7e9b84(William [Will] Little)->윌리엄 [윌] 리틀
7f5383c6(Alexander [Stalker] Head)->알렉산더 [스토커] 헤드
149fa328(Donovan [Donovan] Toole)->도노반 [도노반] 툴
f22b548f(Phillip [Phil] King)->필립 [필] 킹
32fff932(Tim [TSaura] Saura)->팀 [T사우라] 사우라
bcf20a9f(Steven [Steve] Sharp)->스티븐 [스티브] 샤프
9fac6a40(Michael [Merv] Ervin)->마이클 [머브] 어빈
e3494358(Brandon [Elcock] Elcock)->브랜던 [엘콕] 엘콕
2d5c2134(Timothy [Lumenus] Flux)->티모시 [루메너스] 플럭스
7781746a(Grant [Graza] Rendall)->그랜트 [그라자] 렌달
5f233456(Daniel [Dan] Richmond)->다니엘 [댄] 리치먼드
5997524e(Roger [Bull] Bull)->로저 [불] 불
fa0e353f(Colin [Cole] Jakubec)->콜린 [콜] 야쿠베츠
c6013dba(Phlipp [Phlipp] Bergamot)->필립 [필립] 베르가모트
052a3bc1(Eric [Bubba] Latham)->에릭 [버바] 레이섬
3b5f510e(John [Rutabaga] Strine)->존 [루타바가] 스트라인
4600454e(Zac [King] Aguirre)->잭 [킹] 아기레
1a280138(Johannes [Doc] Fox)->요하네스 [닥터] 폭스
185ab652(Dylan [Amos] Amos)->딜런 [아모스] 아모스
a9979c22(James [Jam] Ingman)->제임스 [잼] 잉그만
27b20a6a(Bruce [Juice] Petty)->브루스 [주스] 페티
1868077f(Mike [Bossman] Bosken)->마이크 [보스만] 보스켄
1587453a(Luro [Luro] Hilaire)->루로 [루로] 일레르
d5099dd8(Marshal [Van Black] Van Black)->마셜 [반 블랙] 반 블랙
8552a31d(Klaus [Rulant] Austerlitz)->클라우스 [룰란트] 아우스터리츠
9aefb530(Jimmy [Jim] Lad)->지미 [짐] 래드
a9df9f28(Aaron [Redzik] Redzik)->에런 [레지크] 레지크
c17bf790(Craig [Lindsay] Lindsay)->크레이그 [린지] 린지
e431f456(Alexander [Alexander] Simmons)->알렉산더 [알렉산더] 시몬스
9859d748(Thomas [Ghost] Chen)->토마스 [유령] 첸
ce988864(Brydon [Brydon] Parsons)->브라이든 [브라이든] 파슨스
eb4f5904(Joseph [Joe] Rykiel)->조셉 [조] 리키엘
b5897e62(Jeff [Bluewolf] Clyde)->제프 [푸른늑대] 클라이드
7f5325b2(Kai [Moth] Pirttiniemi)->카이 [나방] 피르티니에미
a02be36e(Aidan [Tui] Green)->에이든 [투이] 그린
f88b449d(Avoch [Avie] Griffin)->아보크 [에이비] 그리핀
03c1d8f6(Jabari [Booker] Booker)->자바리 [부커] 부커
07625b55(Joshua [Milso] Beckus)->조슈아 [밀소] 베커스
f0ced4bb(Brody [Manquen] Manquen)->브로디 [망캉] 망캉
b2711529(Reef [Cat] Smith)->리프 [고양이] 스미스
999f573e(Lexx [Marzain] Marzain)->렉스 [마르제인] 마르제인
0703cf07(Devoire [Chief] Hochlander)->드부아르 [치프] 호흐란더
efe1f2ed(James [Jimmy] Minissale)->제임스 [지미] 미니살레
cbac0e57(Ryan [Masters] Masters)->라이언 [마스터스] 마스터스
a4c46af6(Nerk [Nerk] Purderberk)->너크 [너크] 퍼더버크
edbd6f7c(Michael [Mike] White)->마이클 [마이크] 화이트
7d847c75(Marc [Marc] Gray)->마크 [마크] 그레이
804b463c(Christian [Kiki] Hlay)->크리스티안 [키키] 흘레이
69fbdf13(Jake [Mallari] Mallari)->제이크 [말라리] 말라리
bb55b0fc(Garrett [Garrett] Thor)->개럿 [개럿] 토르
a476f84d(Murdock [Dock] Mayfield)->머독 [독] 메이필드
9387358d(Brendan [Egg] Reilly)->브렌던 [에그] 라일리
a50acc49(Mazeo [Arko] Ar Korrigan)->마제오 [아르코] 아르 코리건
39e521ef(Christopher [Lorr] Lorr)->크리스토퍼 [로어] 로어
ea7d1028(Jukka [Julli] Heiskanen)->유카 [율리] 헤이스카넨
dbfc64ad(Justin [Sancho] Sanchez)->저스틴 [산초] 산체스
5258a725(Scott [Wollstein] Wollstein)->스콧 [볼슈타인] 볼슈타인
b8b2fe19(Alexander [Grae] Peavy)->알렉산더 [그레이] 피비
b163f4fe(Stefan [Johansson] Johansson)->스테판 [요한슨] 요한슨
ddedacf6(Seth [Set] Maurer)->세스 [세트] 마우러
ebaed333(Steve [Bansky] Urbansky)->스티브 [반스카이] 어반스카이
95162af6(Chris [Grinche] Carey)->크리스 [도둑놈] 케리
20b2c1d3(David [Erbster] Erb)->다비트 [에르프스터] 에르프
57bd12c6(Jason [Patches] Pettit)->제이슨 [누더기] 페티트
861fa83c(Kellan [Kel] Cotter)->켈런 [켈] 코터
3de43be3(Alex [Bernal] Bernal)->알렉스 [베르날] 베르날
dd63db44(Jakob [Jakubovic] Joensen)->야코브 [야쿠보비치] 요엔센
2780e394(Matthew [Maggio] Maggio)->매튜 [마지오] 마지오
45f944ff(Jacob [Ingersoll] Ingersoll)->제이콥 [잉거솔] 잉거솔
f06bf7b2(Allan [Allan] Douglas)->앨런 [앨런] 더글라스
aaa4d326(Heart [Koor] Koor)->하트 [쿠르] 쿠르
eaf93cdf(John [Bridgman] Bridgman)->존 [브리지먼] 브리지먼
3a381108(William [William] Pyburn)->윌리엄 [윌리엄] 파이번
f6c00caa(Koth [Naru] Naru)->코스 [나루] 나루
2acb847f(Emanuel [Emanuel] Graf)->에마누엘 [에마누엘] 그라프
b5ee9541(Terje [Doogie] Samuelsen)->테리에 [두기] 사무엘센
ef64ebb0(Alaster [Alaster] De Mare)->앨러스터 [앨러스터] 데 마레
93f7d545(William [Shifty] Valley)->윌리엄 [시프티] 밸리
bc7548f0(John [Johnald] Cruickshanks)->존 [조널드] 크룩샹크스
d1e17139(Steve [Buns] Bunyan)->스티브 [번스] 버니언
2334fb07(Trafford [Floater] Silvery)->트래포드 [플로터] 실버리
d2f06120(Murasame [Mura] Satori)->무라사메 [무라] 사토리
f4afe21c(Emil [Emil] Larsson)->에밀 [에밀] 라르손
240a5e0f(Luuk [Lucky] Plasmeyer)->뤼크 [럭키] 플라스메이어
347e481a(Martin [Marty] Anderton)->마틴 [마티] 앤더튼
38916126(Dillon [Dillon] Budd)->딜런 [딜런] 버드
249f6cc5(Jake [Snake] Stirkul)->제이크 [뱀] 스티르쿨
fd987567(Edward [Edd] Shiells)->에드워드 [에드] 실즈
007af2a1(Thomas [Tom] Androy)->토마스 [톰] 앤드로이
abe0d8cb(Adrien [Adrien] Lochon)->아드리앙 [아드리앙] 로숑
666f2450(Alexander [Alex] Arnold)->알렉산더 [알렉스] 아놀드
76a5c895(Martin [Oaky] Oakes)->마틴 [오키] 오크스
4ccd4c2e(Anthony [Ginger] Carman)->앤서니 [진저] 카먼
bdb1196c(James [James] Littlejohn)->제임스 [제임스] 리틀존
cffcab72(Andrew [Andrew] Patterson)->앤드루 [앤드루] 패터슨
a5c58d17(Christopher [Venti] Ventura)->크리스토퍼 [벤티] 벤투라
c865b5d6(Yarden [Raveh] Raveh)->야르덴 [라베] 라베
ff5f4c98(Wifton [Clegg] Clegg)->위프턴 [클레그] 클레그
8c035eb6(David [Paga] Paganoni)->다비드 [파가] 파가노니
fbc2af43(Konrad [Konny] Fanekrogh)->콘라트 [코니] 파네크로흐
1dfaa959(Aaron [Johnson] Johnson)->에런 [존슨] 존슨
26d06581(Dana [Thibodeau] Thibodeau)->다나 [티보도] 티보도
fa08aac2(Resok [Resok] D'Moren)->레소크 [레소크' 디] 모렌
c5de04e9(Nils [Nils] Hardin)->닐스 [닐스] 하딘
0a47a96d(Zeno [Truax] Truax)->제노 [트루악스] 트루악스
db93eb8c(Frans [Hilgers] Hilgers)->프란스 [힐허르스] 힐허르스
e21047fb(Nolan [Hall] Hall)->놀란 [홀] 홀
06afd0b4(Nelson [Nelson] Beers)->넬슨 [넬슨] 비어스
b455622e(Luin [Lu] Donovon)->루인 [루] 도노본
5e670ecf(Michael [Shark] van den Ende)->미카엘 [상어] 반 덴 엔데
6f8b1a8d(Knut [Knut] Maeurer)->크누트 [크누트] 마이러
32154bd1(Oliver [Olli] Johansson)->올리버 [올리] 요한슨
16fef883(Jae [Jae] Yang)->재 [재] 양
6b0607e4(Jake [Griffiths] Griffiths)->제이크 [그리피스] 그리피스
4b36975a(Corlon [Spoony] Friedsburg)->코를론 [스푸니] 프리츠부르크
40897102(Chadwick [O'Hagan] O'Hagan)->채드윅 [오'헤이건' 오] 헤이건
6679eaf1(Maxwell [Max] Boyd)->맥스웰 [맥스] 보이드
759ea8db(Bryan [Tobin] Tobin)->브라이언 [토빈] 토빈
fc056535(Leopold [Leo] Pöchinger)->레오폴트 [레오] 푀힝거
690edb1d(Tradis [Tradix] Kothic)->트래디스 [트래딕스] 코딕
08927eed(Henry [Henry] Downtorn)->헨리 [헨리] 다운턴
f096f3ee(Andreas [Lupieri] Lupieri)->안드레아스 [루피에리] 루피에리
4a1e7169(Tim [Blesch] Blesch)->팀 [블레쉬] 블레쉬
e3e6b75e(Colby [Cheese] Frosch)->콜비 [치즈] 프로쉬
b707ffd2(Bolrik [Bollie] Stalvan)->볼릭 [볼리] 스탤번
af127c12(Philip [Orc] Jenkins)->필립 [오크] 젠킨스
3e5d1abc(Glenn [McFetridge] McFetridge)->글렌 [맥페트리지] 맥페트리지
83785afc(Terry [Terry] Price)->테리 [테리] 프라이스
8a65048c(Meltroxy [Doge] Christensen)->멜트록시 [도지] 크리스텐센
8bd51823(Jager [Boozer] Cumpton)->예거 [술고래] 컴프턴
75c9b7fb(Harry [Mayfair] Tuffs)->해리 [메이페어] 터프스
affb4e34(Hyukjin [Kicol] Im)->혁진 [키콜] 임
91b870cb(Hunter [Ash] McApple)->헌터 [애쉬] 맥애플
19c2e621(Patrick [Pat] O'Malley)->패트릭 [패트' 오] 말리
149eb083(Philippe [Didi] Dechamps)->필리프 [디디] 데샹
b3434d72(Christopher [Toph] Hall)->크리스토퍼 [토프] 홀
c4be8f29(Khaled [Khaled] Said)->칼레드 [칼레드] 사이드
9552e760(Chris [Latham] Sholes)->크리스 [레이섬] 숄스
224d9d72(Martin [Down] Down)->마틴 [다운] 다운
365d7d5f(Majman [Derpy] Derpy)->매즈먼 [더피] 더피
9f7c297d(William [Bill] Cooper)->윌리엄 [빌] 쿠퍼
757c1837(Thomas [Lyver] Lyver)->토마스 [라이버] 라이버
b470b1a7(Zenth [Zenth] Relin)->젠스 [젠스] 렐린
c33ddcac(Aggis [Aggis] Vildhund)->아기스 [아기스] 빌드훈드
c280e514(Martin [Martin] Manhillen)->마르틴 [마르틴] 맨힐런
f19d7c59(Jason [Jason] Carter)->제이슨 [제이슨] 카터
324518df(Blake [Blake] Puryear)->블레이크 [블레이크] 퍼리어
3e1e58da(Austin [Austin] Walker)->오스틴 [오스틴] 워커
dc590f61(Dian [Dian] Opperman)->디안 [디안] 오퍼만
9b4d3c0b(Sebastian [Basti] Wolff)->제바스티안 [바스티] 볼프
4973c51b(Caelin [Eumenes] Melrose)->케일런 [에우메네스] 멜로즈
454e8380(Zac [Karpath] Frizzell)->잭 [카르파스] 프리즐
9c44d1af(Samuel [Sam] Redman)->사무엘 [샘] 레드먼
4073f72d(Satoshi [Satoshi] Nakamoto)->사토시 [사토시] 나카모토
50fdc65d(Roy [Healy] Healy)->로이 [힐리] 힐리
4a893b98(Jene [Noodles] Weir)->진 [누들스] 위어
6702af1b(Brian [Daddy-O] Jones)->브라이언 [대디-O] 존스
c99d26bb(Takashi [Wasabi] Watanabe)->타카시 [와사비] 와타나베
ee6dde6b(Alex [Alex] Muir)->알렉스 [알렉스] 뮤어
1df31cbc(Beato [Beato] Zaephyr)->베아토 [베아토] 제피르
d03674aa(Christopher [Taasaas] Taasaas)->크리스토퍼 [타사아스] 타사아스
dd2ed524(Matthew [Deco] Decourcy)->마티외 [데코] 드쿠르시
4e68182a(Matthew [Matt] Clough)->매튜 [매트] 클러프
3d5a85cd(Aaron [Aaron] Hughes)->에런 [에런] 휴스
8a6f9278(Chi Wai [Chi Wai] Sin)->즈웨이 [즈웨이] 신
6892b21b(Quentin [Sparkie] Palisano)->쿠엔틴 [스파키] 팔리사노
b23a12d7(Will [Bender] Bender)->윌 [벤더] 벤더
209e6947(Larsel [Lars] Corrissen)->라르셀 [라르스] 코리센
dc0a2863(Matt [Matt] Hamatic)->매트 [매트] 하매틱
db391ede(James [Osborne] Osborne)->제임스 [오스본] 오스본
97704ba8(Morgan [Kane] Kane)->모건 [케인] 케인
2641905c(Michael [Catfish] Winski)->마이클 [메기] 윈스키
d052afac(Michael [Whistley] Mennuti)->마이클 [휘슬리] 멘누티
065a52dc(Peter [Opie] Chrugchang)->피터 [오피] 크루그창
72070fe9(Aldwytch [Bus] Underpass)->알드위치 [버스] 언더패스
7eb1e0ec(Darren [Big D] Hall)->대런 [빅 D] 홀
92d7453c(Steve [China] Coates)->스티브 [차이나] 코츠
5ae4ad89(Nicholas [Glen] Glendening)->니콜라스 [글렌] 글렌데닝
830a5486(Yan [Nos] Lyubarov)->얀 [노스] 류바로프
88d02cb7(Nicky [Nick] Graus)->니키 [닉] 그라우스
1428eb54(Shawn [Shawn] Dubowyk)->숀 [숀] 두보비크
6467e6d2(Jaemin [Yu] Yu)->재민 [유] 유
351d195d(Kori [Kori] Grey)->코리 [코리] 그레이
775b55a9(Matthew [Matt] Stapleton)->매튜 [매트] 스테이플턴
dc9b1c49(Mark [van Alphen] van Alphen)->마크 [반 알펜] 반 알펜
c60358d2(Matthew [Matt] Boyer)->매튜 [매트] 보이어
3df36f6c(Aric [van Selous] van Selous)->아릭 [반 셀라우스] 반 셀라우스
0b64747c(Ulysses [Uly] Gonzalez)->율리시스 [율리] 곤잘레스
f550edfb(John [Solar] Solaresse)->존 [솔라] 솔라레스
fc509df5(Benjamin [Ben] Cooper)->벤저민 [벤] 쿠퍼
3f94df40(James [Monaghan] Monaghan)->제임스 [모나한] 모나한
fc38a90b(Eugene [Thief] McCabe)->유진 [도둑] 맥케이브
c87be68f(Ilmari [Imma] Auvinen)->일마리 [임마] 아우비넨
410aaa9f(Nickolas [Nick] Robarson)->니콜라스 [닉] 로바슨
6509e3d1(Cameron [Jester] Whelan)->캐머런 [제스터] 웰런
39aaf106(Bobby [Durocher] Durocher)->바비 [듀로셰] 듀로셰
6becc0ff(Nathan [Dallas] Steele)->네이선 [댈러스] 스틸
92771080(Marko [Polo] Berry)->마르코 [폴로] 베리
19fe7a63(Nicholas [Fuzzy] Vos)->니콜라스 [퍼지] 보스
aeffd3d2(Jaxx [Jaxx] Ecklund)->잭스 [잭스] 에클런드
db56e0ed(Esben [Esben] Hojris)->에스벤 [에스벤] 호이리스
a8253ec1(Michael [Anuzis] Anuzis)->마이클 [아누지스] 아누지스
cecba7b9(Colin [Colin] Dalke)->콜린 [콜린] 달크
63147e4d(Emmanuel [Manu] Soulié)->엠마누엘 [마누] 술리에
111881af(Liam [Gnat] Usher)->리암 [각다귀] 어셔
c2e1d508(Phoenix [Pizgatti] Pizgatti)->피닉스 [피즈가티] 피즈가티
aedbd757(Chris [Guide] Seabrook)->크리스 [가이드] 시브룩
4d78dfca(Moe [Shlap] Jangles)->모 [슐랩] 쟁글스
3ef60fb9(Nicholas [Nick] Meredith)->니콜라스 [닉] 메러디스
1a6482bf(Reon [Pentog] Viljoen)->레온 [펜토흐] 빌윤
6d0007f9(Sprocket [Sprox] Von Napier)->스프로킷 [스프록스] 폰 네이피어
ed533b02(Alan [Alphonse] Reade)->앨런 [알퐁스] 리드
76795c57(Nicolas [Nicolas] Mercier)->니콜라스 [니콜라스] 메르시에
a6730bc0(Aaron [Byrd] Burns)->에런 [버드] 번스
bf4f3cdf(Peter [Peter] Donachie)->피터 [피터] 도너히
0957b845(Alexander [Alex] Northman)->알렉산더 [알렉스] 노스먼
594a3854(Nathan [Grimm] Timmins)->네이선 [그림] 티민스
232b2804(Bryan [Berrios] Berrios)->브라이언 [베리오스] 베리오스
c99d778a(Mateusz [Myzder] Piak)->마테우시 [미즈데르] 피아크
ac755557(Adam [Decaf] Shaftoe)->아담 [디카페인] 샤프토
b583fe3e(Jelle [Jelle] Janssen)->옐러 [옐러] 얀센
7aa05353(Niccoli [Nick] Drake)->니콜리 [닉] 드레이크
6a0b1ce3(Caligno [Cal] Passel)->칼리뇨 [칼] 파셀
85c47cdb(Denis [Zavulon] Ipatov)->데니스 [자불론] 이파토프
c1f57eb5(Manuel [Monti] Morschel)->마누엘 [몬티] 모르셸
a265f4ea(Damian [Hasaki] Dowie)->데미안 [하사키] 도위
4833552f(Dan [Dafo] Hansen)->댄 [다포] 한센
